trackname,artistname,track_id,track_popularity,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2291,1955,7867,0.4666666666666667,243,0,4,0.7346465816917729,0.7732893652102226,0.6363636363636364,0.7724281455649924,1.0,0.03435690913667254,0.002324169114091751,0.409368635437882,0.472958728614287,0.6988956032506772,0.48756756145548297,0.35839518878372834
2447,1565,6506,0.711111111111111,185,5,15,0.4020857473928158,0.8320280296784831,0.18181818181818182,0.8860734574498003,0.0,0.019758368990687128,0.00042123416554884496,7.515274949090878e-06,0.24389848374280393,0.7103563242342155,0.5927372848775414,0.2747701947131894
2665,2049,1067,0.8222222222222222,267,5,15,0.16222479721900346,0.6310799670239078,0.09090909090909094,0.6749535969402103,1.0,0.04127863075761389,0.20121221607391554,0.03350305498981671,0.07696829644044435,0.3654928110022922,0.9378999977385288,0.5140935555523474
2700,2323,2973,0.7,166,5,7,0.28621089223638474,0.9824814509480627,0.27272727272727276,0.868243433263963,0.0,0.1052101686383086,0.00010374129953263922,3.737270875769916e-06,0.013013865239601075,0.3529902062929777,0.7398855695515503,0.4449055101708304
3114,1487,2674,0.23333333333333334,159,5,2,0.7555040556199304,0.8485160758450124,0.36363636363636365,0.7893582316215759,1.0,0.019632519506670026,0.21536794895361827,7.58655804480729e-05,0.06379226465580154,0.8708064180037509,0.5159546801148828,0.493634336838762
4484,1666,2806,0.7666666666666666,77,5,15,0.5330243337195828,0.8608821104699094,0.5454545454545455,0.8521851622700939,1.0,0.029952177196073487,0.0202210599691445,1.7107942973659807e-06,0.6827616962620614,0.6020004167534904,0.3398482552748818,0.4972085128499156
4581,1512,7414,0.6444444444444444,252,2,10,0.45538818076477405,0.8526380873866447,0.8181818181818182,0.8209685584116091,0.0,0.041404480241631014,0.009048142231950551,0.010997963340122208,0.4202546014757157,0.41237757866222136,0.3047671815283023,0.4649254331600212
4707,1671,2915,0.8999999999999999,77,5,15,0.440324449594438,0.8598516075845013,0.8181818181818182,0.8473479948253557,1.0,0.019758368990687128,0.004649753801471479,0.0,0.6381658963755779,0.22067097311939987,0.41217576155046476,0.31698177025864827
5634,2851,1331,0.7444444444444445,206,5,15,0.4310544611819235,0.8588211046990932,0.0,0.7505483997975139,1.0,0.03171406997231311,0.02062550947999317,0.0,0.3543744425525015,0.7030631381537821,0.3813179854813542,0.46597108072935467
5869,2049,4926,0.15555555555555556,263,2,5,0.421784472769409,0.8722176422093982,0.09090909090909094,0.7982732437144946,1.0,0.02579914422350868,1.4964631901370762e-05,0.0007647657841140659,0.0949079704856888,0.8280891852469265,0.45025893846536563,0.5546551941047752
5942,1133,1943,0.8555555555555555,69,2,17,0.8679026651216686,0.5074196207749382,0.0,0.7691939929129872,1.0,0.018499874150515988,0.554094414289363,0.00011710794297353777,0.09075245276899377,0.7468222546363827,0.5198274497388001,0.4392792250245944
5969,1671,3859,0.7666666666666666,30,5,0,0.38818076477404406,0.9505358615004122,0.09090909090909094,0.8585690983744867,1.0,0.05298263277120565,0.00038281146201821215,2.433808553983785e-06,0.2550474337144248,0.4280058345488644,0.706432755150501,0.37544316276422196
6287,1803,2905,0.1111111111111111,134,5,2,0.3174971031286211,0.6321104699093159,0.7272727272727273,0.8160470217672534,1.0,0.012836647369745768,0.0050744257878625465,0.5753564154786152,0.29052136544230933,0.10502187955824127,0.31255229652411864,0.5391169124729049
6350,1030,7176,0.8111111111111111,305,2,10,0.18771726535341837,0.6671475680131905,0.8181818181818182,0.7160695202204848,1.0,0.018499874150515988,0.0004262897844344582,0.0009154786150712829,0.1283548204005514,0.482183788289227,0.38123318030710784,0.42307271891054665
6364,2156,4649,0.7555555555555555,305,2,10,0.5214368482039397,0.7485572959604287,1.0,0.8087350244670678,1.0,0.018122325698464628,0.034174568093422966,0.0,0.30977864266601807,0.43113148572619303,0.36122481286324887,0.47971918072378616
6577,2851,4424,0.8444444444444444,267,5,15,0.47161066048667444,0.9422918384171476,0.09090909090909094,0.8459418414983969,1.0,0.014220991693934051,0.007116895817648239,3.8798370672096794e-05,0.04919727560204332,0.7655761617003544,0.35331531694520457,0.30578901018217364
6793,1881,7737,0.7555555555555555,286,2,17,0.7508690614136733,0.8845836768342952,1.0,0.8593846673041228,1.0,0.06468663478479739,0.08250628463983667,0.0001099796334012304,0.8489824049298631,0.7186913940404251,0.4596836201632783,0.6726793120587709
6832,1756,4930,0.7888888888888889,185,5,15,0.37311703360370796,0.9392003297609233,0.18181818181818182,0.8727712469767703,1.0,0.028693682355902334,8.695664483240884e-05,0.07912423625254585,0.29457552906835327,0.40612627630756415,0.36113435401071936,0.4725151433279642
7271,2803,4330,0.6111111111111112,232,0,18,0.5179606025492467,0.8320280296784831,0.4545454545454546,0.7984701051802688,0.0,0.01673798137427636,0.0008539951421569214,0.5091649694501019,0.10808400227033166,0.1279433215253178,0.3838395259956128,0.6063848436787821
7720,2851,6813,0.8555555555555555,286,2,17,0.5028968713789108,0.9154987633965376,0.0,0.8753023229652961,1.0,0.05210168638308583,0.004326194192792565,0.0,0.1901808156977216,0.5936653469472807,0.5031830208733803,0.30097738142624675
404,1882,5460,0.32222222222222224,237,3,13,0.4704519119351101,0.3590272052761748,0.4545454545454546,0.6353281961865122,0.0,0.013591744273848488,0.6329620689048497,0.0,0.11011108408335363,0.35715774119608257,0.3836246862208553,0.3879558724351214
2182,424,1945,0.8111111111111111,54,5,0,0.6222479721900348,0.505358615004122,0.18181818181818182,0.6783002418583722,1.0,0.03435690913667254,0.4105148379380921,0.02128309572301427,0.09288088867266686,0.8239216503438217,0.3492220538682467,0.25120290718898175
163,1947,3584,0.14444444444444443,54,5,0,0.25608342989571264,0.9938169826875516,0.27272727272727276,0.8483885482873053,0.0,0.25622954945884724,0.023861105566782392,0.0003604887983706673,0.10605692045730968,0.1706605542821421,0.5849182478120266,0.2787568549726007
174,3211,5479,0.07777777777777778,206,5,15,0.4658169177288528,0.7835943940643035,0.0,0.8008605658360988,1.0,0.017996476214447527,0.03761238893563648,0.0,0.3320765426092598,0.3769535319858304,0.5591996653022457,0.4493211540484298
219,3056,4692,0.033333333333333326,58,5,7,0.4426419466975666,0.8845836768342952,0.7272727272727273,0.7294842229596715,0.0,0.02001006795872136,0.003962189633028801,0.00038289205702649043,0.20234330657585345,0.7113982079599918,0.576743029014677,0.40233713575062857
252,1399,287,0.0888888888888889,58,5,7,0.36732329084588644,0.7815333882934873,0.7272727272727273,0.7743967602227346,1.0,0.044928265794110245,0.0029005096670510766,3.024439918533628e-05,0.08000891915997731,0.5530318816420089,0.4310873154074041,0.4285175109875492
339,1144,7148,0.8666666666666667,286,2,17,0.305909617612978,0.9886644682605112,0.09090909090909094,0.906715788289555,1.0,0.052227535867102944,2.527809442803841e-05,8.004073319756166e-05,0.3634963107111004,0.768701812877683,0.8423924105022729,0.297922935567898
436,1390,3139,0.8222222222222222,30,5,0,0.5758980301274623,0.9525968672712284,0.18181818181818182,0.8675403566004837,1.0,0.07941102441479991,0.0014950476168520133,0.0005926680244399268,0.1445714749047272,0.5269847884976038,0.38406567312693646,0.3751688607391305
516,1671,7978,0.8111111111111111,59,2,5,0.5434530706836616,0.9721764220939819,0.8181818181818182,0.8389954440632206,0.0,0.039013340045305815,0.01445765443955127,0.0,0.062170599205383925,0.5769952073348614,0.41210791741106767,0.40910187742205595
518,2922,7545,0.06666666666666665,229,5,7,0.31981460023174973,0.6826051112943117,0.4545454545454546,0.6917711907306372,1.0,0.015731185502139436,0.34782516375655126,0.38594704684317727,0.2763317927511555,0.11648260054177956,0.4544991971776839,0.5524339664279071
818,2252,1241,0.32222222222222224,123,5,2,0.34530706836616454,0.38685078318219296,0.0,0.6849372855616176,0.0,0.03460860810470677,0.2740131280266726,0.0,0.29457552906835327,0.20087518232965196,0.19217417852054547,0.6649802935650395
848,415,665,0.8333333333333333,123,5,2,0.3267670915411356,0.9515663643858203,0.36363636363636365,0.7942235221328533,1.0,0.04857790083060659,0.0003757335955783814,7.892057026476218e-05,0.09186734776615586,0.5759533236090852,0.4804439268187884,0.5089787508739511
875,2781,8034,0.0,58,5,7,0.23986095017381232,0.6960016488046167,0.8181818181818182,0.6383373643062039,1.0,0.04392146992197332,0.23154592938756433,1.2932790224157165e-06,0.2216005837995622,0.8051677432798501,0.8285974354915309,0.23533670057974662
891,1466,3823,0.3,234,5,2,0.2850521436848204,0.9587798845836768,0.18181818181818182,0.8051633950165926,1.0,0.08280896048326203,0.0251755664770405,7.769857433809202e-06,0.06085299602691968,0.4936445092727652,0.7174291594111128,0.2549709507968164
894,2861,6080,0.7333333333333334,242,5,15,0.6523754345307069,0.81760098928277,0.8181818181818182,0.7921142921424151,1.0,0.034482758620689655,0.009199810798518782,0.8869653767820775,0.029838644287683458,0.3008960200041676,0.52535109342138,0.6247218309350813
1153,3096,1197,0.6666666666666667,286,2,17,0.33719582850521435,0.9546578730420445,0.18181818181818182,0.8470386410934247,1.0,0.17820286936823565,0.025377791232464808,0.0,0.34221195167436963,0.4967701604500938,0.7935842058843484,0.3489905479234512
1172,2671,2302,0.8888888888888888,267,5,15,0.35110081112398606,0.933017312448475,0.6363636363636364,0.8542381461274537,0.0,0.12282909640070477,0.0002796768367518132,0.0015274949083503159,0.12430065677450745,0.2654719733277766,0.5098147854994459,0.36782664112014224
1207,1130,8149,0.7555555555555555,185,5,15,0.6338354577056778,0.6856966199505359,0.9090909090909092,0.7215253951290849,0.0,0.18827082808960485,0.0251755664770405,0.0,0.061258412389524036,0.5134403000625131,0.7397838033424546,0.637343848931769
1220,912,3050,0.7777777777777778,54,5,0,0.675550405561993,0.48784006595218476,0.8181818181818182,0.6118735586928399,1.0,0.006795872136924216,0.0613737976979947,0.03431771894093688,0.31180572447904004,0.671806626380496,0.38530948234921647,0.3913382432708351
1251,2049,4599,0.8,134,5,2,0.44495944380069524,0.8196619950535862,0.36363636363636365,0.7997356431745317,0.0,0.02063931537880695,0.00016036423105145192,0.0016395112016293345,0.08335360415146358,0.5290685559491561,0.4693174879576653,0.38572845749452944
1272,2204,5527,0.8222222222222222,54,5,0,0.41251448435689453,0.34769167353668595,1.0,0.6099330671016367,0.0,0.007802668009061153,0.15166715099495587,0.31364562118126277,0.07534663099002677,0.14565534486351323,0.509130690427192,0.7226806526325776
1357,2269,3429,0.22222222222222224,123,5,2,0.4820393974507532,0.3250206100577082,0.6363636363636364,0.5969402103605377,1.0,0.01585703498615655,0.00569121129190675,0.00048167006109980925,0.10707046136382066,0.09877057720358406,0.3093692756507384,0.4202678260223938
1940,1015,5750,0.8555555555555555,234,5,2,0.34298957126303586,0.8794311624072548,1.0,0.8083413015355194,0.0,0.018248175182481757,5.884740382844367e-05,0.0003156822810590765,0.07210330008919161,0.33840383413211084,0.6838236956964202,0.45095665409277186
2017,1578,2324,0.7666666666666666,210,5,7,0.40787949015063735,0.7629843363561419,0.36363636363636365,0.7662691939929129,1.0,0.023408004027183488,0.00014014175550902674,0.0012627291242362643,0.26518284277953463,0.14461346113773704,0.37872860082769855,0.4929743620415496
2052,1280,7198,0.6111111111111112,134,5,2,0.2143684820393974,0.8083264633140973,0.18181818181818182,0.717053827549356,0.0,0.04329222250188775,0.0006800818524919927,0.0006425661914460368,0.1901808156977216,0.21337778703896648,0.40783373662905087,0.83541878494515
2197,616,4371,0.8888888888888888,286,2,17,0.6071842410196987,0.6537510305028855,0.0,0.7527701220541088,1.0,0.01887742260256732,0.2032344636281588,0.008207739307535641,0.1445714749047272,0.6582621379454054,0.5408082498473508,0.2245564247515298
2361,2870,1710,0.24444444444444444,54,5,0,0.5955967555040556,0.6053173948887057,0.09090909090909094,0.7355588053321334,0.0,0.01069720614145482,0.46814889323402475,0.04154786150712833,0.1658558339414579,0.49781204417587005,0.4609783124901061,0.4926711861190801
2439,930,3652,0.7666666666666666,77,5,15,0.2943221320973349,0.854699093157461,1.0,0.8267619101186793,0.0,0.040397684369494084,0.008239243210253239,2.158859470469121e-05,0.2226141247060732,0.4509272765159409,0.7799984169700809,0.37753445790288886
2622,2813,2104,0.7333333333333334,28,5,15,0.39745075318655854,0.9299258037922508,0.4545454545454546,0.8228528038697339,1.0,0.04882959979864083,0.001272600385885253,0.008971486761710806,0.40809211059758377,0.4040425088560117,0.5580858906804768,0.3481367055295576
2680,338,6677,0.011111111111111072,48,5,7,0.2514484356894554,0.4291014014839242,0.27272727272727276,0.5045278137128073,0.0,0.007425119557009793,0.00867402643441556,0.0459266802443992,0.159774588502392,0.33215253177745363,0.29544426603948526,0.7959852908117072
3070,2773,7588,0.5111111111111111,199,5,0,0.36152954808806487,0.4198268755152515,0.36363636363636365,0.6335845660610833,0.0,0.011200604077523268,0.26693526158682124,4.093686354379733e-05,0.10200275683126574,0.1331527401541988,0.45531898052873204,0.33867844171700695
3088,2892,6416,0.6777777777777778,30,5,0,0.4762456546929317,0.868095630667766,0.36363636363636365,0.7192474267394117,1.0,0.016360432922225013,0.02315331892279726,0.1578411405295316,0.4151868969431607,0.07897478641383615,0.4726927338926706,0.323113348609
3331,2928,637,0.8,275,2,10,0.5805330243337196,0.7722588623248146,0.8181818181818182,0.714663366893526,0.0,0.005789076264787307,0.4641043981255382,0.9419551934826886,0.1202464931484635,0.12585955407376542,0.3575894977272214,0.19804812453724424
3342,338,5730,0.011111111111111072,157,5,2,0.25840092699884126,0.8196619950535862,0.8181818181818182,0.6963552505765228,1.0,0.08985653158822049,0.005266539305515683,0.004399185336048897,0.07190059190788942,0.52802667222338,0.6640753974535833,0.6648152998657364
3356,3105,2437,0.8333333333333333,305,2,10,0.6234067207415991,0.8052349546578732,0.36363636363636365,0.788092693627313,0.0,0.008054366977095384,0.007268564384216497,0.0025560081466395185,0.15774750668937002,0.656178370493853,0.43821095004409877,0.3473406109304201
3384,2599,661,0.6,30,5,0,0.45538818076477405,0.7681368507831823,0.5454545454545455,0.850132178412734,1.0,0.014346841177951153,0.001909608365471882,0.0005590631364562199,0.1354496067461283,0.05334444675974165,0.4489868608516701,0.48016053886942195
3389,376,2081,0.15555555555555556,206,5,15,0.5040556199304751,0.9113767518549053,0.0,0.8498790708138815,0.0,0.030455575132141963,0.026591139765010763,1.3747454175150331e-05,0.34221195167436963,0.5342779745780372,0.46856554874601425,0.3972223310722322
3453,3139,7646,0.7333333333333334,191,4,20,0.171494785631518,0.7743198680956307,0.0,0.8870577647786714,1.0,0.036873898817014854,0.04570137915260948,0.022606924643584533,0.37160463796318827,0.44259220670973126,0.6686153011149054,0.5126642976321342
3473,3056,3954,0.0,48,5,7,0.4982618771726536,0.8392415498763397,0.0,0.8004387198380111,1.0,0.012836647369745768,0.12133343768130708,5.0712830957241883e-05,0.05315008513743616,0.7832881850385498,0.5245482711051811,0.43767466129887167
3533,2269,3601,0.8222222222222222,37,5,15,0.2827346465816918,0.49093157460840897,0.6363636363636364,0.7074076157264187,1.0,0.00453058142461614,0.06329493287452577,9.389002036661043e-05,0.1648422930349469,0.29777036882683894,0.2131040955245483,0.4788405892749971
3567,1756,1817,0.8444444444444444,305,2,10,0.38818076477404406,0.9299258037922508,0.8181818181818182,0.8552786995894032,1.0,0.0622954945884722,0.0007670384973244571,0.004989816700611008,0.35640152436552347,0.14669722858928946,0.4853513195685113,0.5588068480634896
3572,2274,5399,0.8666666666666667,267,5,15,0.40556199304750873,0.8289365210222589,0.6363636363636364,0.8456043646999268,1.0,0.3543921469921974,0.02689447689814725,0.0,0.023656044757966427,0.656178370493853,0.292131210565594,0.5809428152462428
3605,1159,2286,0.14444444444444443,143,5,0,0.440324449594438,0.7320692497938994,0.5454545454545455,0.7618538725462625,1.0,0.024037251447269065,0.0213332961239783,0.004521384928716912,0.09794859320522178,0.36132527609918735,0.538772925665438,0.6271967364246278
3695,2142,5780,0.8777777777777778,37,5,15,0.5480880648899188,0.8876751854905195,0.36363636363636365,0.8595534057033578,0.0,0.04769695444248679,0.0004849349635075162,0.000835030549898183,0.19423497932376557,0.6884767659929152,0.3023813292928379,0.34651564243390454
3905,376,318,0.26666666666666666,286,2,17,0.4843568945538818,0.8845836768342952,0.0,0.8579222678440857,1.0,0.015227787566070974,0.07765289050965286,0.00010112016293278847,0.31991405173112797,0.717649510314649,0.4827110518103078,0.44837037785619566
4272,1749,1729,0.7888888888888889,115,2,3,0.47508690614136734,0.7042456718878813,1.0,0.7806400809944316,0.0,0.016612131890259244,0.016277677238370175,0.0,0.17193707938052383,0.3008960200041676,0.38385648703046205,0.4321741838483543
4338,781,7060,0.055555555555555525,184,5,7,0.6523754345307069,0.6671475680131905,0.18181818181818182,0.6903931604702176,0.0,0.018499874150515988,0.07856290190906233,1.4052953156817871e-05,0.08558339414578774,0.8010002083767453,0.5491078495669283,0.4433112585513141
4361,385,1504,0.8666666666666667,286,2,17,0.30243337195828507,0.673330585325639,0.6363636363636364,0.73806175825412,1.0,0.009438711301283653,0.0009025290834587529,0.002209775967413452,0.04159571880321089,0.26755574077932903,0.40492774599154213,0.522287555143988
4396,2612,1289,0.5666666666666667,20,5,15,0.3835457705677868,0.7691673536685903,0.4545454545454546,0.865824849541594,0.0,0.02001006795872136,0.04883586286168655,0.0,0.0949079704856888,0.13836215878307984,0.5444605260182275,0.592739864746415
4436,2754,522,0.7,251,5,15,0.544611819235226,0.7712283594394065,0.4545454545454546,0.7902019236177512,0.0,0.009942109237352115,4.691614325841309e-05,0.001496945010183312,0.06440038919970814,0.4092519274848927,0.6005619756213393,0.3889210855760446
4794,615,4218,0.7555555555555555,20,5,15,0.3128621089223639,0.6681780708985986,0.18181818181818182,0.8001856122391585,1.0,0.015353637050088076,0.008502135392304877,0.0037270875763747435,0.3361307062353038,0.1706605542821421,0.5059363621972456,0.42557443587623
4879,1070,5198,0.6,229,5,7,0.10196987253765927,0.8402720527617478,0.18181818181818182,0.6151639574779233,1.0,0.10898565315882207,0.00042730090821158084,0.16802443991853366,0.11517878861590855,0.2852677641175245,0.828857504692553,0.5961222355821287
4916,3056,1072,0.16666666666666669,123,5,2,0.4623406720741599,0.9876339653751032,0.7272727272727273,0.8125316384498565,1.0,0.1077271583186509,0.0013636015258261802,0.00019857433808555258,0.06115705829887294,0.2779745780370911,0.5887966711142271,0.3727764520992355
5184,1399,983,0.7888888888888889,54,5,0,0.48319814600231753,0.9031327287716406,0.18181818181818182,0.8159345295010968,1.0,0.06670022652907123,0.008856028714297415,0.5885947046843177,0.061258412389524036,0.47384871848301735,0.40585494922996906,0.2865115588398468
5472,2858,6147,0.033333333333333326,73,5,2,0.5689455388180764,0.6331409727947239,0.4545454545454546,0.6353281961865122,1.0,0.504153032972565,0.05409370650271898,2.352342158867815e-06,0.029027811562474665,0.6634715565742865,0.5455969153531287,0.3274588701643956
5498,1280,2388,0.17777777777777778,134,5,2,0.12166859791425261,0.9556883759274526,0.0,0.8336239383542381,1.0,0.08205386357915934,0.010413159331064764,0.0005325865580448064,0.18815373388469964,0.4175869972911024,0.769691761460006,0.4167472729635137
5513,2208,4219,0.4666666666666667,227,2,5,0.36500579374275777,0.44249793899422923,0.9090909090909092,0.6506552674503627,0.0,0.03234331739239868,0.28715773712925374,0.48778004073319764,0.09896213411173277,0.10502187955824127,0.807904972975418,0.5407668494659361
5654,2921,3811,0.16666666666666669,286,2,17,0.7346465816917729,0.44661995053586157,0.0,0.7486079082063107,1.0,0.06984646362949912,0.005822657382932556,0.5549898167006111,0.3016703154139302,0.2894352990206293,0.4904622447364255,0.4122924430823298
5896,2599,6559,0.7333333333333334,77,5,15,0.33719582850521435,0.8938582028029679,0.5454545454545455,0.8816018898700714,1.0,0.05109489051094891,0.012132069752171515,0.0,0.18916727479121062,0.1300270889768702,0.574317601031231,0.4365733283560234
6065,2870,7634,0.8444444444444444,149,5,2,0.59675550405562,0.9309563066776588,0.4545454545454546,0.8476573485572866,1.0,0.016360432922225013,0.044083581109214884,0.13951120162932795,0.08355631233276577,0.979162325484476,0.4823435627219069,0.3736571059692658
6102,2443,455,0.8,274,5,0,0.19235225955967555,0.5939818631492169,0.5454545454545455,0.8258900950559649,0.0,0.008809463881198076,0.00475086617918366,0.0014663951120163082,0.0949079704856888,0.049072723484059166,0.3777505144847238,0.7663132364132845
6202,781,3489,0.2777777777777778,159,5,2,0.7126303592120509,0.7918384171475681,0.4545454545454546,0.6831374093031104,1.0,0.01069720614145482,0.07795622764278935,0.025254582484725063,0.3290359198897268,0.9395707439049803,0.6279992763291798,0.6532327421746583
6230,3038,5754,0.09999999999999998,134,5,2,0.4947856315179606,0.9639323990107173,0.5454545454545455,0.8042072107542606,1.0,0.036622199848980616,0.41557045682370014,0.002087576374745423,0.038149679721073526,0.7770368826838926,0.3581152898075488,0.5106554993431188
6282,1159,7973,0.9111111111111111,263,2,5,0.39165701042873696,0.9082852431986811,0.5454545454545455,0.7457393554193149,1.0,0.02793858545179964,0.08614633023747452,0.10061099796334014,0.10808400227033166,0.6238799749947906,0.4975349962685724,0.6653927778132973
6291,1742,4390,0.3,286,2,17,0.5573580533024334,0.5939818631492169,0.6363636363636364,0.6263006918274369,1.0,0.0039013340045305767,0.18301198808572627,0.0003370672097759708,0.11011108408335363,0.8906022087934988,0.3429973540785635,0.5140667440762107
6627,1256,4142,0.23333333333333334,134,5,2,0.44495944380069524,0.8423330585325639,0.0,0.7364024973283086,1.0,0.02932292977598791,0.08058514946330557,0.0,0.234776615584205,0.7364034173786207,0.553059770686809,0.5200890141007741
6679,1280,2967,0.0888888888888889,58,5,7,0.19698725376593273,0.8526380873866447,0.36363636363636365,0.7735530682265593,0.0,0.04543166373017871,0.024063330322206672,0.055193482688391055,0.48410767858590786,0.69264430089602,0.706743707456071,0.4518352455415609
6911,2671,922,0.8666666666666667,288,5,7,0.34414831981460026,0.8701566364385821,0.7272727272727273,0.847404240958434,1.0,0.039139189529322924,0.0002655211038721239,0.002545824847250508,0.1972756020432985,0.4686392998541363,0.44984621995069995,0.3857552689706662
